,NeteaseMusic,NeteaseMusic,NeteaseMusic,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
337,421148461,May We All,226649,275371073,Florida Georgia Line ft. Tim McGraw - May We All (David Gordon Cover),159100,True,5,False,0,405,Country
338,29498924,Confession,190667,239358640,"""Confession""- Florida Georgia Line (Insta@StevenMartinezMusic)",190083,True,26,False,1000,5897,country
339,411314536,H.O.L.Y.,194188,285034575,Florida Georgia Line - H.O.L.Y,70170,True,0,True,30,4,
341,419549565,Smooth,170240,353315900,"Luke Combs - When it Rain, it Pours.  Luke Bryan - Light it Up.  Kenny Chesney - All the Pretty Girls.  Florida Georgia Line - Smooth",808617,True,139,False,0,16457,
342,400689302,Never Be Like You,234909,242136202,Never Be Like You feat. Kai,235019,True,4901,False,0,1023359,SKIN
347,464509002,Chanel,210159,327431945,Frank Ocean - Chanel,220231,True,22,False,0,12982,
348,426194882,Ivy,249191,316823392,Frank Ocean - Ivy,225273,True,30,False,0,38398,
349,426194889,Nights,307151,315195071,Frank Ocean - Nights,308195,True,92,False,0,57875,R&B & Soul
350,426194881,Nikes,314075,339386218,Frank Ocean - Nikes,293982,True,0,False,0,38,R&B & Soul
351,426194883,Pink + White,184516,385793189,Frank Ocean - Pink + White,225170,True,5,False,0,4318,"Contemporary R&B, Psychedelic pop, Avant-garde music"
352,426194885,Solo,257380,322005297,Frank Ocean - Solo,258191,True,5,False,0,3817,R&B & Soul
353,410389161,It All Started with a Beer,237844,231214622,It All Started with a Beer,30000,True,61,False,0,16080,Country
354,420220785,No Shopping,227787,274056332,French Montana Ft. Drake - No Shopping (Instrumental),225065,True,7,False,0,2879,
355,425008215,Lockjaw,223213,274010268,French Montana - LockJaw (Remix) Ft. Gucci Mane & Kodak Black,225300,True,176,False,0,92421,Hip-hop & Rap
356,440464202,Unforgettable,233874,318856416,French Montana - Unforgettable Feat. Swae Lee ( NO MERCY BOOTLEG ),266551,True,1740,False,0,233917,Bootleg
359,438981026,Used to This,180581,291489174,FUTURE - USED TO THIS FT. DRAKE,160823,True,55,False,0,24952,Hip-hop & Rap
360,461544624,Selfish,251422,315632391,Rihanna Ft Future ( Selfish),210488,True,23,False,100,21654,Pop
361,461544611,Comin Out Strong,254369,374578235,"Future, The Weeknd - Comin Out Strong (EKAE Remix)",220911,True,33,False,0,1231,Deep House
362,399411296,Low Life,313159,239485245,Future + The Weeknd- Low Life [Prod. By Metro Boomin & Ben Billions],313159,True,4396,False,0,946850,Future
364,460043664,Draco,225134,317694112,Future - Draco,223315,True,1,False,0,128,Hip-hop & Rap
366,460043667,Mask Off,203962,310356779,Future - Mask Off,177126,True,487,False,0,101255,Hip-hop & Rap
367,40047992,New Level,267258,260313662,"A$AP Ferg - ""New Level"" ft. Future",267309,True,421,False,0,224985,Hip-hop & Rap
368,460043661,Rent Money,265366,310284969,Future-Rent money,132427,True,0,False,0,5,experimental
370,460043665,Super Trapper,230129,315124306,future Super Trapper,103428,True,1,False,0,21,Hip-hop & Rap
371,409931263,Wicked,173400,242401064,Wicked [Prod By Metro Boomin & Southside],173102,True,4320,False,0,919104,Future
372,460043663,Zoom,278429,308703843,Future - Zoom,232825,True,2,False,0,2500,LongOverdue3OTW  #Future #LEAK
375,466122659,Good Life,224573,312833568,G-Eazy & Kehlani - Good Life (from The Fate of the Furious: The Album),225613,True,1008,False,0,205330,Pop
379,432698444,Love On Me,205984,285368463,Galantis & Hook N Sling - Love On Me,205993,True,997,False,0,159513,Dance
381,408277809,No Money,189152,268358222,Galantis - No Money,189849,True,438,False,0,80488,Eletrônica
382,421148751,She Sets The City On Fire,218640,274030371,she sets the city on fire (Gavin Degraw Cover) [LIVE],156070,True,6,False,203,347,Indie/Alternative
383,18003388,Careless Whisper,300408,121699509,George Michael - Careless Whisper (1983),279536,True,204,False,0,47042,
385,18003404,Freedom! '90,388780,283484055,George Michael - Freedom '90,372096,True,0,False,0,88,
388,437605866,home,216047,289194238,home (feat. johnny yukon),30000,True,159,False,0,19223,Pop
389,34229234,i hate u i love u,226560,216383661,"i hate u, i love u (feat. olivia o'brien)",30000,True,5934,False,0,846417,Alternative
391,18054173,Come Together,227056,252613365,Come Together,30000,True,5,False,0,1647,Rock
392,421203253,Life Can't Get Much Better,204607,268987262,Life Can't Get Much Better,204688,True,3,False,0,746,Alternative
393,467665034,Saturnz Barz,181906,314141847,Saturnz Barz (feat. Popcaan),30000,True,768,False,0,69615,Alternative
395,418550484,You Don't Own Me,199600,248596151,Grace ft. G-Eazy - You Don't Own Me (Candyland Remix),197869,True,362,False,0,98517,drop
396,406096140,If the Boot Fits,170635,255616992,If the Boot Fits,30000,True,4,False,0,1441,Country
397,447281188,Both,190380,298167372,Gucci Mane - Both (Ft. Drake),181358,True,4465,False,0,1049266,1017
398,422104478,Pussy Print,215405,274756245,Gucci Mane - Pussy Print (Ft. Kanye West),194551,True,75,False,0,64235,1017
399,415793670,BACK ON ROAD,153408,267680966,Gucci Mane - Back On Road (Feat. Drake),155808,True,8,False,0,9529,Hip-hop & Rap
401,461544912,Make Love,302106,309317326,Gucci Mane - Make Love (ft. Nicki Minaj),307201,True,172,False,0,62233,Hip-hop & Rap
403,476245742,Want You Back,232299,345837490,HAIM - Want You Back,120357,True,0,True,8,17,
404,421148440,Starving,181916,288394390,"Hailee Steinfeld, Grey & Zedd - Starving (Zeper Ft. Emma Heesters Remix)",194578,True,372,False,0,31763,Tropical House
405,474932965,Most Girls,204451,318937265,Most Girls,30000,True,547,False,0,58461,Pop
407,476428979,Eyes Closed,201798,322542988,Halsey-Eyes Closed,202755,True,3,True,58,254,Pop
408,453185980,Not Afraid Anymore,226847,323178430,Halsey - Not Afraid Anymore,25131,True,1,False,0,1,
410,469744085,Now Or Never,213731,318120207,Halsey Now Or Never,218195,True,22,False,0,14493,Pop
413,470601889,Sign of the Times,340706,318157405,Harry Styles - Sign of the Times,242308,True,68,False,100,39385,Pop
414,475279864,Sweet Creature,224866,322370610,Harry Styles - Sweet Creature,237030,True,19,False,0,6561,Pop
415,431085609,Guys My Age,212349,282196496,Guys My Age,30000,True,352,False,0,51302,Pop
417,540865825,Make You Mine (Farmhouse Sessions),205139,235627947,Make You Mine,30000,True,63,False,0,11252,Country
418,511380700,What A Beautiful Name,238262,285133639,What A Beautiful Name (Live),30000,True,34,False,0,6524,Christian
420,467011995,Mo Bounce,222447,315691145,Iggy Azalea - Mo Bounce,184701,True,4,False,0,2195,Hip-hop & Rap
421,407007641,Team,209505,256847777,Iggy Azalea - Team (IG: @bayhas_arch),194656,True,178,False,0,40512,Hip Hop
424,509487950,Not Today,263105,274077771,Imagine Dragons - Not Today,252182,True,0,False,0,11,Pop
425,19945726,Radioactive,188000,96441813,Imagine Dragons - Radioactive (Synchronice Remix),308690,True,2890,False,0,145117,Electronic
426,474932841,Thunder,187146,334733635,Imagine Dragons - Thunder (Danny Delgado Remix),181176,True,841,False,40,160898,Dance y EDM
427,477320018,Whatever It Takes,201240,321874573,Imagine Dragons - Whatever It Takes,292023,True,440,False,0,47222,Alternative Rock
428,463081914,Did You See,184398,311058440,j hus - did you see,199515,True,68,False,0,67485,Hip-hop & Rap
429,445666482,4 Your Eyez Only,530253,296743194,4 Your Eyez Only,30000,True,244,False,0,73364,Hip Hop
431,445666475,Deja Vu,264746,296743155,Deja Vu,30000,True,510,False,0,219942,Hip Hop
432,445143546,False Prophets,237493,296433855,False Prophets,30000,True,414,False,0,113372,Hip Hop
433,445666480,Foldin Clothes,316920,305546145,Foldin' Clothes / J. Cole  SOUL FLIP (prod. by [w]),219552,True,59,False,0,3465,R&B & Soul
434,445666473,For Whom the Bell Tolls,127880,305875033,J.Cole - For Whom The Bell Tolls (Sire Remix),256076,True,5,False,0,226,Hip-hop & Rap
435,445666474,Immortal,201666,299216664,J. Cole - Immortal,188856,True,3,True,65,82,Hip-hop & Rap
436,445666479,Neighbors,216520,296743143,Neighbors,30000,True,503,False,0,243806,Hip Hop
439,445666476,Ville Mentality,194346,300645626,J.Cole - Ville Mentality (Remix),197921,True,2,False,0,322,Hip-hop & Rap
440,445144315,Everybody Dies,161889,296433842,everybody dies,30000,True,512,False,0,135658,Hip Hop
441,431079872,September Song,220342,280010790,September Song,30000,True,787,False,0,76086,Singer Songwriter
442,427614803,Hit or Miss,237983,279546924,Jacob Sartorius - Hit Or Miss,242229,True,13,False,0,714,Hip-hop & Rap
443,405562422,American Country Love Song,200698,276697560,Jake Owen - American Country Love Song,193637,True,1,False,0,27,Country
446,429528027,Say You Won't Let Go,211304,282535111,Say You Won't Let Go - James Arthur (Dylan James Cover),212603,True,298,False,0,58999,Pop
447,28571639,Let It Go,261198,144189921,Let It Go,30000,True,1222,False,0,257418,Alternative
448,421365293,A Little More Summertime,219428,277243101,Jason Aldean - A Little More Summertime (Brody Remix),201892,True,4,False,0,1071,Country
449,429482097,Any Ol' Barstool,203197,307819325,"Jason Aldean, 'Any Ol' Barstool'",210958,True,0,True,17,14,
450,411928438,Lights Come On,194298,272135452,Lights Come On Cover (Jason Aldean) by Joe Oakley,300096,True,1,False,0,120,country 
451,408440610,If It Ain't Love,203154,260008216,Jason Derulo -  if it ain't love,82737,True,4,False,0,102,Dance & EDM
454,420154644,Love Make the World Go Round,236379,273628801,Jennifer Lopez & Lin - Manuel Miranda - Love Make The World Go Round (Bruno Torres Remix),242333,True,140,False,0,701,Reggaeton
455,409031704,Ain't Your Mama,218290,258768353,Jennifer Lopez - Ain't Your Mama (DEEJAYDANNY BOOTLEG)HIT BUY FOR FREE DOWNLOAD !,196328,True,830,False,0,63743,Pop
456,37155258,Unlove You,233743,269749828,Unlove You - Jennifer Nettles (Cover),227469,True,1,True,97,84,Country
457,36215650,oui,238524,247924277,Jeremih - oui,236508,True,253,False,0,80844,R&B
459,459788730,God Only Knows,201848,309614742,God only Knows - John Legend Coverversion Piano,222218,True,1,True,14,12,
460,433681233,Love Me Now,210372,300355552,John Legend - Love Me Now,215608,True,11,False,100,3247,Pop
461,454698119,Changing,213933,303725097,John Mayer - Changing,212472,True,0,True,18,29,Piano
462,441102596,Love on the Weekend,212662,296697893,John Mayer - Love On The Weekend (Jimmy Fallon Live),204191,True,7,False,100,854,
463,454698118,Moving On and Getting Over,261933,322555895,John Mayer - Moving On And Getting Over (Cherokee Remix),285806,True,83,False,0,8154,Remix
464,472050059,You're Gonna Live Forever in Me,190013,323879087,John Mayer - You're gonna live forever in me,138279,True,0,False,0,1,
465,18824688,Ain't No Grave,173479,90558485,Johnny Cash- Ain't No Grave,169759,True,0,False,100,2,
466,34690628,All Time Low,221361,262192093,All Time Low,30000,True,3972,False,0,276302,Pop
468,463164348,Dirt on My Boots (Remix),206158,268367845,Dirt On My Boots,30000,True,380,False,0,48498,Country
469,406716680,Head Over Boots,202176,264908669,Head Over Boots  (itso Jon Pardi),201475,True,20,False,0,1313,country cover
470,415904450,Perfect Strangers,196649,267595667,Jonas Blue Feat. JP Cooper - Perfect Strangers (Jacob Waller Edit) Free Download,262632,True,2011,False,0,88200,Kick & Bass
471,437909145,By Your Side,201299,298615374,Jonas Blue By Your Side ft. RAYE (TonTon Remix),179111,True,6,False,0,3813,Dance & EDM
472,476323620,Mama,184133,327804672,Jonas Blue - Mama ft. William Singe (Joshua Perez Cover),180496,True,135,False,0,53745,Pop
476,444781920,Feliz Navidad,183053,299323918,Jose Feliciano - Feliz Navidad,90836,True,0,False,0,1,
477,35331621,Homecoming,331000,223436868,Homecoming,331053,True,4,False,0,638,sermonontherocks
478,412911055,Hometown Girl,216247,354916562,Kane Brown - Heaven.  Josh Turner - Hometown Girl.  Brett Young - In Case you Didn't Know.  Old Dominion - No Such thing as a Broken Heart,853342,True,267,False,0,42693,
479,555272188,Get Your Freedom,213642,498076221,Get Your Freedom,211428,True,1,False,0,1,Pop
481,17949125,Out Of The Darkness,317701,151052287,The Darkness,195597,True,2,True,116,25,Rock
483,458270106,Ain't Nothing,196464,308468261,Juicy J - Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),214823,True,2,False,0,3343,Hip-hop & Rap
484,475254859,Issues (Alan Walker Remix),181000,301745743,Issues,30000,True,1527,False,0,265021,Pop
485,36586669,Company,208120,273885040,Justin Bieber - Company,204661,True,105,False,0,49350,R&B
487,35847559,Sorry,200852,229718889,Sorry - Justin Bieber (Cover),217070,True,3651,False,156532,516956,sorry
488,36089106,You Look Like I Need A Drink,187506,253555590,You Look Like I Need A Drink,30000,True,32,False,0,8428,Country
491,34045604,Way Down We Go,219611,334905332,Kaleo - Way Down We Go,215633,True,19,False,0,32667,alternative
492,444548751,What Ifs,188253,348054503,Kane Brown Ft. Lauren Alaina - What Ifs (Cover),191469,True,2,True,229,471,Country
493,418603382,Ain't No Stopping Us Now,182517,5770969,McFadden & Whitehead - Ain't no stopping us now (DC Re Edit),485566,True,19,False,0,1002,Disco
494,417250140,Champions,334320,276186151,CHAMPIONS: KANYE WEST FT 2 CHAINZ GUCCI MANE DESIIGNER QUAVO BIG SEAN HIGH FIDELITY BASS BOOSTED MIX,368178,True,21,False,76,212,
496,409736449,Fade,199418,248265856,Kanye West - Fade (Ft. Ty Dolla $ign & Post Malone) (Instrumental) (Snippet),93265,True,27,False,0,5273,KanyeWest
500,511332442,Swish Swish,242155,323637175,Katy Perry - Swish Swish ft. Nicki Minaj,233060,True,200,False,0,49038,Pop
501,459062072,Chained to the Rhythm,237915,310164737,Chained To The Rhythm - Katy Perry ft. Skip Marley | Sapphire Cover,235045,True,76,False,0,9332,Pop
503,421203370,Rise,203520,282884760,Katy Perry - Rise,197138,True,0,True,133,90,Katy Perry
504,421203846,CRZY,191773,273117846,CRZY,30000,True,1154,False,0,271525,R&B
505,422132227,Distraction,235752,273875920,Distraction,30000,True,766,False,0,235006,R&B
506,418550482,Gangsta,177320,276879955,Gangsta,177413,True,1557,False,0,317558,
507,411907881,The Fighter,184111,266837556,The Fighter (Keith Urban & Carrie Underwood Cover),181070,True,39,False,0,735,Country
508,411921836,Blue Ain't Your Color,230667,289648144,"Blue, Ain't Your Color (Keith Urban Cover)",230080,True,56,False,0,4953,Country
510,407889913,Wasted Time,233871,265243360,Wasted Time - Keith Urban - Cover By Ali Brustofski (All that wasted time),203381,True,3,False,0,251,Wasted Time
511,406924327,This Is For My Girls,224119,258703598,"""This Is For My Girls"" Michelle Obama written by Diane Warren (Tracy Young First Lady remix)",395086,True,2,False,0,100,House
512,30706126,Piece By Piece,257746,249323422,Kelly Clarkson Performs Piece By Piece - AMERICAN IDOL,218350,True,70,False,0,14585,kelly clarkson
514,32185659,Peter Pan,200000,278648174,Kelsea Ballerini - Peter Pan,192852,True,0,False,0,8,
515,29779999,Yeah Boy,192731,216866565,Yeah Boy (Kelsea Ballerini) - Ivana (cover),181540,True,6,False,100,182,Pop
516,472045052,LOYALTY. ,227360,341108016,Kendrick Lamar  Rihanna  Loyalty,150243,True,0,False,0,8,
517,472045057,XXX.,254200,324597612,KENDRICK LAMAR FT. U2 - XXX PART 2 EXTENDED INSTRUMENTAL.mp3,163410,True,1,False,0,36,
518,472045056,LOVE.,213400,343891885,Kendrick Lamar-LOVE. (feat. Zacari).mp3,206700,True,419,False,0,148295,
520,472045048,DNA.,185946,329951946,Kendrick Lamar - DNA.,188935,True,11,False,0,1747,Hip-hop & Rap
526,469104548,HUMBLE.,181479,343388733,Kendrick Lamar - Humble (Skrillex Remix),156879,True,2763,False,0,239648,Hip-hop & Rap
531,472045053,PRIDE.,275253,320798238,Kendrick Lamar - PRIDE. (Louis Futon Flip),145801,True,300,False,1,39177,Electronic
532,467665298,The Heart Part 4,288624,57794084,"Kendrick Lamar — The Heart, Part 1",246428,True,21,False,0,9112,
535,423118975,Setting the World On Fire,220316,278344492,Setting The World On Fire - Kenny Chesney ft. P!nk (Acoustic Cover),208110,True,1,False,100,197,Country
536,437481001,Bar at the End of the World,208863,309473605,Bar At The End Of The World (Kenny Chesney Cover),172110,True,2,False,0,23,Country
537,407679566,Noise,203755,270365485,SINGIN KENNY CHESNEY - NOISE [ LIVE ],198391,True,0,False,0,5,Country
539,412175029,Don't Mind,198295,230476969,Kent Jones - Don't Mind (Remix)(feat. Trina & Amara La Negra),194420,True,505,False,840,65984,Dancehall
540,455311426,You,232524,390018540,Keyshia Cole - You Ft Remy Ma French Montana,280685,True,4,False,0,3798,
542,40188381,Promise,224287,260431260,Promise feat Fetty Wap (Video Link in Description),254116,True,150,False,0,26591,Hip-hop & Rap
544,1310993576,Picture,299337,47415887,01 - Picture - Kid Rock & Sheryl Crow Tribute,297700,True,134,False,100,19119,Rock
548,33728982,Gold,226301,210633688,Gold,30000,True,4378,False,0,582165,Pop
549,469104918,Conscience,219823,314361789,Conscience (feat. Future),30000,True,259,False,0,207281,Hip Hop
550,416700634,Everything 1K,186642,268562400,Everything 1K - Prod. By Dubba - AA,186661,True,398,False,0,162401,Hip-hop & Rap
551,460043975,Tunnel Vision,268225,306953430,Tunnel Vision,30000,True,10288,False,0,1426262,Hip Hop
554,475072467,First Time,193511,319945840,Kygo   Ellie Goulding - First Time,190110,True,3,False,0,755,Pop
555,460043372,It Ain't Me,219509,308091322,Kygo Selena Gomez - It Ain't Me,204296,True,11,False,0,2950,Dance & EDM
558,444269202,iSpy,253185,295926514,iSpy feat. Lil Yachty,253201,True,14822,False,0,1416041,Hip-hop & Rap
560,476428749,call the police,419892,321838453,"Unlit Cigarettes Episode Seventy -- LCD Soundsystem, ""Call the Police""",956431,True,0,False,0,3,Podcast
561,445867332,"Another Day Of Sun - From ""La La Land"" Soundtrack",228173,295741082,Another Day Of Sun,30000,True,87,False,0,12486,Soundtrack
562,454261724,You Look Good,180790,330279640,Lady Antebellum - You Look Good,182090,True,0,True,24,14,Country
563,2923152,Telephone,220000,255904793,Telephone (feat. Beyoncé),30000,True,101,False,0,19835,Pop
564,21038756,Just Dance,241000,255902452,Just Dance (feat. Colby O'Donis),30000,True,105,False,0,15849,Pop
565,436487058,A-YO,207720,286300732,Lady Gaga - A-yo [Dive Bar Tour],241080,True,5,False,0,463,Rock
566,21038466,Alejandro,274000,4845932,Lady GaGa - Alejandro,285913,True,8,False,133,3983,
567,27571440,Applause,212493,105119837,Lady Gaga - Applause (Official Audio),90000,True,1767,False,0,46541,ARTPOP
568,21038694,Bad Romance,266710,2429029,Lady Gaga - Bad Romance - Skrillex Club MASTER,360861,True,1988,False,0,48148,
569,21038660,Born This Way,260000,15793238,Lady Gaga - Born This Way,90443,True,192,False,0,17102,Pop
570,433223079,Million Reasons,205280,286875807,Lady Gaga - Million Reasons,203826,True,8,False,0,1112,Pop
571,21038711,Paparazzi,209319,255908043,Paparazzi,30000,True,90,False,0,19888,Pop
572,429482207,Perfect Illusion,182000,280697076,Lady Gaga - Perfect Illusion,77380,True,11,False,0,243,
573,21038748,Poker Face,237586,10835929,Lady Gaga - Poker Face,198135,True,18,False,108,5852,Dance
574,472045959,The Cure,211363,318730995,Lady Gaga - The Cure (Remix CHM),189718,True,35,False,1,14611,Pop
575,21038622,The Edge Of Glory,320914,14976826,Lady Gaga - The Edge Of Glory,90627,True,21,False,0,3804,Pop Electronic
579,460476155,Love,275884,308688247,Lana Del Rey-Love,270497,True,2,False,0,236,
580,456370721,Road Less Traveled,216894,327612236,Road Less Traveled - Lauren Alaina Cover,205210,True,0,True,16,17,Country
585,29357235,That Don't Sound Like You,210625,221655842,Lee Brice - That Don't Sound Like You (Cover),238285,True,6,False,100,1403,Lee Brice
587,20954641,Hallelujah,280111,72293253,Hallelujah (Leonard Cohen),225405,True,67,False,0,14803,Ballad
588,479223621,Strip That Down,204567,321743061,Liam Payne - Strip That Down ft. Quavo,160067,True,197,False,100,28418,
589,416011170,Money Longer,198974,245673410,Money Longer,30000,True,13086,False,0,1603882,Hip Hop
590,465920154,XO TOUR Llif3,182752,309689093,1.5- XO TOUR Llif3 (Produced By TM88),179948,True,19948,False,0,2040312,Alternative Rock
591,416011172,You Was Right,163970,259258214,You Was Right [Produced By Metro Boomin],164011,True,10067,False,0,1421035,Hip-hop & Rap
592,418550479,Sucker For Pain,244173,282854662,"Sucker For Pain - Lil Wayne, Wiz Khalifa & Imagine Dragons W Logic & Ty Dolla $ign (Voodoo Remix)",168165,True,5,False,0,945,Trap
594,472045317,Peek a Boo,247664,316396876,Peek A Boo (feat. Migos),30000,True,1255,False,0,359189,Hip Hop
596,440556143,"We Know The Way (From ""Moana"")",141453,292437745,"We Know The Way (From ""Moana"")",30000,True,245,False,0,20383,Soundtrack
597,460043750,Heavy,169773,307708325,Heavy (feat. Kiiara),30000,True,546,False,0,49531,Pop
598,460043748,Battle Symphony,216266,324728367,Linkin Park - Battle Symphony,161790,True,5,False,0,52,
599,436355832,Better Man,262037,287173727,Better Man,30000,True,48,False,0,9767,Country
600,29556027,Girl Crush,193000,182184205,Girl Crush - Little Big Town - Cover By Ali Brustofski (I've Got A Girl Crush),181698,True,275,False,0,19488,Girl Crush
601,414826275,One of Those Days,220055,66559759,"One of Those Days - Big Smo, Alexander King, Jon Conner",262685,True,37,False,100,2012,Outlaw Kuntry Hip Hop
602,461518912,When Someone Stops Loving You,229111,335891373,When Someone Stops Loving You (Little Big Town),245286,True,0,False,0,79,
603,463001868,No More Sad Songs,225303,380184536,Little Mix & Machine Gun Kelly( No More Sad Songs ) Speed Up,189118,True,0,False,0,4,
605,435413957,Shout Out to My Ex,246282,288435712,Little Mix - Shout Out To My Ex! - The X Factor UK 2016,251111,True,123,False,100,17856,Pop
606,441489088,Touch,213306,311147767,Little Mix Touch,225379,True,25,False,0,7457,Hip-hop & Rap
607,36271541,I Know Somebody,200829,286783320,Locash - I Know Somebody (KEM Remix),262162,True,44,False,0,386,87
608,479938313,Help Me Help You,151536,323292698,Logan Paul - Help Me Help You Ft. Why Don't We [Official Video],205053,True,1744,False,100,104125,help
609,476598254,1-800-273-8255,250173,318368285,1-800-273-8255 (feat. Alessia Cara & Khalid),30000,True,6268,False,0,658613,Hip Hop
610,471968913,Black SpiderMan,331266,317236671,Black SpiderMan (feat. Damian Lemar Hudson),30000,True,548,False,0,56617,Hip Hop
611,469065599,Everybody,162373,314321552,Everybody,30000,True,1462,False,0,188868,Hip Hop
612,416933035,Flexicution,219115,268983467,Logic - Flexicution,219135,True,1441,False,0,237655,Hip-hop & Rap
613,473602857,Brandy (You're a Fine Girl),186050,297284292,Brandy (You're a Fine Girl),30000,True,6,False,0,6357,Rock
614,31352424,The Night We Met,208000,326839194,Lord Huron - The Night We Met,208476,True,10,False,0,5728,
615,462895899,Green Light,234652,312255180,Lorde - Green Light,251138,True,28,False,0,9469,Pop
621,405599119,7 Years,237348,252064648,7 YEARS - Lukas Graham,147187,True,1042,False,0,130030,Pop
622,29777504,Mama Said,206811,256007634,Mama Said,30000,True,833,False,0,63184,Pop
625,33715047,"Huntin', Fishin' and Lovin' Every Day",278778,301124441,Luke Bryan - Huntin Fishin And Lovin Every Day (Live from CMA.mp3,454911,True,10,False,0,911,
626,33781249,Move,227529,255790678,Move,30000,True,157,False,0,19022,Country
627,436603401,Hurricane,224339,322587237,Luke Combs- Hurricane,204166,True,1,False,0,68,Country
628,479223495,One Number Away,221857,395638023,Kane Brown - Setting the Night on Fire.  Lanco - Greatest Love Story.  Luke Combs - One Number Away.  Morgan Wallen - Not Good at Not,817473,True,33,False,0,5480,
629,453463435,Jump,274909,302131554,Lupe Fiasco - Jump (feat. Gizzle),275041,True,43,False,0,14465,Hip-hop & Rap
630,5057912,Sweet Home Alabama,283706,171841738,Lynyrd Skynyrd - Sweet Home Alabama,264382,True,8,False,0,970,Lynyrd Skynyrd
631,434981551,Bad Things,239328,301335804,Machine Gun Kelly & Camila Cabello - Bad Things,240139,True,1,False,100,203,Pop
632,465973457,At My Best,200733,317129887,Machine Gun Kelly (feat. Hailee Steinfeld) - At My Best (Charlie Gentry Remix),195126,True,15,False,0,4072,Dance & EDM
634,433223221,Uber Everywhere,153530,213006897,Uber Everywhere Prod. K Swisha,143633,True,4572,False,0,957703,Sauce
635,465920775,Pretty Girl (Cheat Codes X CADE Remix),193677,310450590,Pretty Girl (Cheat Codes x Cade Remix),193689,True,502,False,0,155185,Remix
636,417247787,Red Dress,200855,273543450,Red Dress - MAGIC,254247,True,59,False,0,8750,Reggae
637,422132237,Cold Water ,185391,274933576,Cold Water - Major Lazer feat. Justin Bieber & MØ,191442,True,300,False,0,32647,Pop
639,456185021,Run Up,203029,304630428,Major Lazer - Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),203250,True,748,False,0,172227,
643,473742957,Felices los 4,229900,318972380,Maluma - Felices los 4,209390,True,56,False,0,41277,
645,423997605,You & Me,218514,261522587,You & Me (feat. G-Eazy),30000,True,554,False,0,120084,Pop
646,466257131,80s Mercedes,211826,245456351,Maren Morris Performs '80's Mercedes',262292,True,1,False,0,205,Maren Morris
647,415792228,I Could Use a Love Song,196466,334068819,Maren Morris - I Could Use a Love Song,187890,True,2,False,0,20,
648,36668195,My Church,197996,237549572,maren morris my church vevo dscvr live,212839,True,5,False,0,1147,Maren
649,415793220,Once,233404,367824230,Alicia Keys & Maren Morris - Once (LIVE From The 59th GRAMMYs),235437,True,1,False,0,90,Country
650,455311527,I Don't,256186,306243473,🔥🔥🔥Mariah Carey - I Don't (Clean Remix) (Ft. YG & Jedidiah Breeze) *FREE DL*,294009,True,5,False,100,974,R&B & Soul
651,21233912,All I Want For Christmas Is You,241400,6736771,Mariah Carey - All I Want For Christmas Is You,242639,True,254,False,0,29781,
652,405226741,Down,197851,250078338,Down,30000,True,1592,False,0,200284,Electronic
654,29722263,Uptown Funk,270863,195379997,Mark Ronson ft. Bruno Mars - Uptown Funk (The Noisy Freaks ft. Andrew Hunt Remix),228643,True,586,False,0,64635,Funk
656,460039019,Cold,234308,321109141,Maroon 5 & Future - Cold (R3hab & Khrebto Remix),171248,True,61,False,0,19287,Dance & EDM
657,434974661,Don't Wanna Know,214480,288024883,Maroon 5 - Don't Wanna Know ft. Kendrick Lamar,193820,True,442,False,0,142038,Pop
659,21253949,She Will Be Loved,241973,25205494,Maroon 5 - She Will Be Loved,247551,True,229,False,0,81647,
660,412785957,Alone,273802,263961028,Marshmello - Alone,273892,True,1684,False,0,115185,Melodic Trap
661,423227295,In The Name Of Love,198878,275869874,Martin Garrix & Bebe Rexha - In The Name Of Love,198888,True,8171,False,0,1050401,+x
662,456175020,Scared To Be Lonely,220883,304744944,Martin Garrix & Dua Lipa - Scared To Be Lonely,220963,True,2018,False,0,380661,+x
665,439076364,Solo Dance,174968,292531071,Solo Dance - Martin Jensen ( remix MIster LEWIS ),230970,True,108,False,0,31875,Trap
666,442867358,Places,202755,318648131,Places Martin Solveig &  Ina Wroldsen  * * Cover Fabian Laumont Ft Misha Cordon,204087,True,2,False,0,1458,Deep House
670,445666805,When Christmas Comes Around,200829,297538496,Matt Terry - When Christmas Comes Around,138513,True,5,False,0,450,Pop
671,437802139,Litty,280682,291540654,Meek Mill - Litty Ft. Tory Lanez (DREAMCHASERS 4),263155,True,127,False,0,40401,Hip-hop & Rap
672,437802138,Blessed Up,201317,292409949,"Meek Mill, Blessed Up",189118,True,0,False,0,163,
673,437802144,Blue Notes,227857,291931340,Meek Mill - Blue Notes,213491,True,7,False,100,5242,
676,437802137,On The Regular,184180,292407695,"Meek Mill, On The Regular",172998,True,7,False,0,9263,
677,437802142,The Difference,205543,292254812,The Difference meek mill,210800,True,1,False,0,375,Trap
678,411314545,Mom,194960,336181132,Mom : Meghan Trainor,186845,True,1,False,0,96,
679,411921480,Me Too,181240,263277836,Meghan Trainor - Me Too (REMIX MMPBORKHUU) free downlaod,203800,True,453,False,0,50503,Meghan Trainor - Me Too (REMIX BORKHUU) free downlaod
